game,hero,win,side,first_pick_status,pick,order_absolute,order_relative
4064708096,Mirana,Loss,The Dire,Second,pick,8,1
4064708096,Wraith King,Loss,The Dire,Second,pick,9,2
4064708096,Crystal Maiden,Loss,The Dire,Second,pick,15,3
4064708096,Tiny,Loss,The Dire,Second,pick,17,4
4064708096,Enchantress,Loss,The Dire,Second,pick,22,5
4064708096,Io,Loss,The Dire,Second,ban,2,1
4064708096,Chen,Loss,The Dire,Second,ban,4,2
4064708096,Broodmother,Loss,The Dire,Second,ban,6,3
4064708096,Drow Ranger,Loss,The Dire,Second,ban,12,4
4064708096,Visage,Loss,The Dire,Second,ban,14,5
4064708096,Huskar,Loss,The Dire,Second,ban,19,6
4064786062,Vengeful Spirit,Win,The Radiant,First,pick,7,1
4064786062,Enchantress,Win,The Radiant,First,pick,10,2
4064786062,Earth Spirit,Win,The Radiant,First,pick,16,3
4064786062,Pugna,Win,The Radiant,First,pick,18,4
4064786062,Weaver,Win,The Radiant,First,pick,21,5
4064786062,Brewmaster,Win,The Radiant,First,ban,1,1
4064786062,Bloodseeker,Win,The Radiant,First,ban,3,2
4064786062,Wraith King,Win,The Radiant,First,ban,5,3
4064786062,Pangolier,Win,The Radiant,First,ban,11,4
4064786062,Crystal Maiden,Win,The Radiant,First,ban,13,5
4064786062,Batrider,Win,The Radiant,First,ban,20,6
4064786062,Necrophos,Loss,The Dire,Second,pick,8,1
4064786062,Earthshaker,Loss,The Dire,Second,pick,9,2
4064786062,Shadow Shaman,Loss,The Dire,Second,pick,15,3
4064786062,Phantom Assassin,Loss,The Dire,Second,pick,17,4
4064786062,Tiny,Loss,The Dire,Second,pick,22,5
4064786062,Io,Loss,The Dire,Second,ban,2,1
4064786062,Chen,Loss,The Dire,Second,ban,4,2
4064786062,Broodmother,Loss,The Dire,Second,ban,6,3
4064786062,Spectre,Loss,The Dire,Second,ban,12,4
4064786062,Undying,Loss,The Dire,Second,ban,14,5
4064786062,Phantom Lancer,Loss,The Dire,Second,ban,19,6
4064721264,Windranger,Loss,The Dire,First,pick,7,1
4064721264,Enigma,Loss,The Dire,First,pick,10,2
4064721264,Undying,Loss,The Dire,First,pick,16,3
4064721264,Ursa,Loss,The Dire,First,pick,18,4
4064721264,Huskar,Loss,The Dire,First,pick,21,5
4064721264,Pugna,Loss,The Dire,First,ban,1,1
4064721264,Tiny,Loss,The Dire,First,ban,3,2
4064721264,Silencer,Loss,The Dire,First,ban,5,3
4064721264,Drow Ranger,Loss,The Dire,First,ban,11,4
4064721264,Nature's Prophet,Loss,The Dire,First,ban,13,5
4064721264,Clinkz,Loss,The Dire,First,ban,20,6
4064721264,Chen,Win,The Radiant,Second,pick,8,1
4064721264,Lina,Win,The Radiant,Second,pick,9,2
4064721264,Spectre,Win,The Radiant,Second,pick,15,3
4064721264,Treant Protector,Win,The Radiant,Second,pick,17,4
4064721264,Invoker,Win,The Radiant,Second,pick,22,5
4064721264,Winter Wyvern,Win,The Radiant,Second,ban,2,1
4064721264,Enchantress,Win,The Radiant,Second,ban,4,2
4064721264,Io,Win,The Radiant,Second,ban,6,3
4064721264,Lone Druid,Win,The Radiant,Second,ban,12,4
4064721264,Meepo,Win,The Radiant,Second,ban,14,5
4064721264,Storm Spirit,Win,The Radiant,Second,ban,19,6
4064796732,Weaver,Win,The Radiant,Second,pick,8,1
4064796732,Vengeful Spirit,Win,The Radiant,Second,pick,9,2
4064796732,Keeper of the Light,Win,The Radiant,Second,pick,15,3
4064796732,Bristleback,Win,The Radiant,Second,pick,17,4
4064796732,Meepo,Win,The Radiant,Second,pick,22,5
4064796732,Chen,Win,The Radiant,Second,ban,2,1
4064796732,Enchantress,Win,The Radiant,Second,ban,4,2
4064796732,Io,Win,The Radiant,Second,ban,6,3
4064796732,Silencer,Win,The Radiant,Second,ban,12,4
4064796732,Bloodseeker,Win,The Radiant,Second,ban,14,5
4064796732,Lina,Win,The Radiant,Second,ban,19,6
4064796732,Nature's Prophet,Loss,The Dire,First,pick,7,1
4064796732,Earthshaker,Loss,The Dire,First,pick,10,2
4064796732,Lich,Loss,The Dire,First,pick,16,3
4064796732,Morphling,Loss,The Dire,First,pick,18,4
4064796732,Invoker,Loss,The Dire,First,pick,21,5
4064796732,Wraith King,Loss,The Dire,First,ban,1,1
4064796732,Visage,Loss,The Dire,First,ban,3,2
4064796732,Winter Wyvern,Loss,The Dire,First,ban,5,3
4064796732,Necrophos,Loss,The Dire,First,ban,11,4
4064796732,Tiny,Loss,The Dire,First,ban,13,5
4064796732,Broodmother,Loss,The Dire,First,ban,20,6
4064854156,Tiny,Win,The Dire,First,pick,7,1
4064854156,Dark Willow,Win,The Dire,First,pick,10,2
4064854156,Ancient Apparition,Win,The Dire,First,pick,16,3
4064854156,Phantom Lancer,Win,The Dire,First,pick,18,4
4064854156,Lina,Win,The Dire,First,pick,21,5
4064854156,Mirana,Win,The Dire,First,ban,1,1
4064854156,Pugna,Win,The Dire,First,ban,3,2
4064854156,Silencer,Win,The Dire,First,ban,5,3
4064854156,Broodmother,Win,The Dire,First,ban,11,4
4064854156,Drow Ranger,Win,The Dire,First,ban,13,5
4064854156,Leshrac,Win,The Dire,First,ban,20,6
4064854156,Winter Wyvern,Loss,The Radiant,Second,pick,8,1
4064854156,Necrophos,Loss,The Radiant,Second,pick,9,2
4064854156,Oracle,Loss,The Radiant,Second,pick,15,3
4064854156,Wraith King,Loss,The Radiant,Second,pick,17,4
4064854156,Pangolier,Loss,The Radiant,Second,pick,22,5
4064854156,Weaver,Loss,The Radiant,Second,ban,2,1
4064854156,Enchantress,Loss,The Radiant,Second,ban,4,2
4064854156,Io,Loss,The Radiant,Second,ban,6,3
4064854156,Enigma,Loss,The Radiant,Second,ban,12,4
4064854156,Invoker,Loss,The Radiant,Second,ban,14,5
4064854156,Omniknight,Loss,The Radiant,Second,ban,19,6
4064939549,Io,Loss,The Dire,First,pick,7,1
4064939549,Gyrocopter,Loss,The Dire,First,pick,10,2
4064939549,Crystal Maiden,Loss,The Dire,First,pick,16,3
4064939549,Invoker,Loss,The Dire,First,pick,18,4
4064939549,Brewmaster,Loss,The Dire,First,pick,21,5
4064939549,Mirana,Loss,The Dire,First,ban,1,1
4064939549,Pugna,Loss,The Dire,First,ban,3,2
4064939549,Silencer,Loss,The Dire,First,ban,5,3
4064939549,Drow Ranger,Loss,The Dire,First,ban,11,4
4064939549,Spectre,Loss,The Dire,First,ban,13,5
4064939549,Broodmother,Loss,The Dire,First,ban,20,6
4064939549,Necrophos,Win,The Radiant,Second,pick,8,1
4064939549,Bane,Win,The Radiant,Second,pick,9,2
4064939549,Earthshaker,Win,The Radiant,Second,pick,15,3
4064939549,Clinkz,Win,The Radiant,Second,pick,17,4
4064939549,Huskar,Win,The Radiant,Second,pick,22,5
4064939549,Dark Willow,Win,The Radiant,Second,ban,2,1
4064939549,Weaver,Win,The Radiant,Second,ban,4,2
4064939549,Tiny,Win,The Radiant,Second,ban,6,3
4064939549,Lina,Win,The Radiant,Second,ban,12,4
4064939549,Batrider,Win,The Radiant,Second,ban,14,5
4064939549,Clockwerk,Win,The Radiant,Second,ban,19,6
4064851344,Enchantress,Loss,The Radiant,First,pick,7,1
4064851344,Lion,Loss,The Radiant,First,pick,10,2
4064851344,Crystal Maiden,Loss,The Radiant,First,pick,16,3
4064851344,Phantom Lancer,Loss,The Radiant,First,pick,18,4
4064851344,Ember Spirit,Loss,The Radiant,First,pick,21,5
4064851344,Tiny,Loss,The Radiant,First,ban,1,1
4064851344,Silencer,Loss,The Radiant,First,ban,3,2
4064851344,Broodmother,Loss,The Radiant,First,ban,5,3
4064851344,Ursa,Loss,The Radiant,First,ban,11,4
4064851344,Alchemist,Loss,The Radiant,First,ban,13,5
4064851344,Zeus,Loss,The Radiant,First,ban,20,6
4064851344,Dark Willow,Win,The Dire,Second,pick,8,1
4064851344,Weaver,Win,The Dire,Second,pick,9,2
4064851344,Bloodseeker,Win,The Dire,Second,pick,15,3
4064851344,Vengeful Spirit,Win,The Dire,Second,pick,17,4
4064851344,Earthshaker,Win,The Dire,Second,pick,22,5
4064851344,Io,Win,The Dire,Second,ban,2,1
4064851344,Enigma,Win,The Dire,Second,ban,4,2
4064851344,Necrophos,Win,The Dire,Second,ban,6,3
4064851344,Faceless Void,Win,The Dire,Second,ban,12,4
4064851344,Lina,Win,The Dire,Second,ban,14,5
4064851344,Storm Spirit,Win,The Dire,Second,ban,19,6
4064938488,Enchantress,Loss,The Radiant,First,pick,7,1
4064938488,Lion,Loss,The Radiant,First,pick,10,2
4064938488,Crystal Maiden,Loss,The Radiant,First,pick,16,3
4064938488,Phantom Lancer,Loss,The Radiant,First,pick,18,4
4064938488,Lina,Loss,The Radiant,First,pick,21,5
4064938488,Tiny,Loss,The Radiant,First,ban,1,1
4064938488,Silencer,Loss,The Radiant,First,ban,3,2
4064938488,Broodmother,Loss,The Radiant,First,ban,5,3
4064938488,Bloodseeker,Loss,The Radiant,First,ban,11,4
4064938488,Vengeful Spirit,Loss,The Radiant,First,ban,13,5
4064938488,Earthshaker,Loss,The Radiant,First,ban,20,6
4064938488,Dark Willow,Win,The Dire,Second,pick,8,1
4064938488,Weaver,Win,The Dire,Second,pick,9,2
4064938488,Bane,Win,The Dire,Second,pick,15,3
4064938488,Dragon Knight,Win,The Dire,Second,pick,17,4
4064938488,Alchemist,Win,The Dire,Second,pick,22,5
4064938488,Io,Win,The Dire,Second,ban,2,1
4064938488,Enigma,Win,The Dire,Second,ban,4,2
4064938488,Necrophos,Win,The Dire,Second,ban,6,3
4064938488,Faceless Void,Win,The Dire,Second,ban,12,4
4064938488,Pugna,Win,The Dire,Second,ban,14,5
4064938488,Techies,Win,The Dire,Second,ban,19,6
4064872015,Dark Willow,Loss,The Radiant,Second,pick,8,1
4064872015,Phantom Lancer,Loss,The Radiant,Second,pick,9,2
4064872015,Crystal Maiden,Loss,The Radiant,Second,pick,15,3
4064872015,Lina,Loss,The Radiant,Second,pick,17,4
4064872015,Nature's Prophet,Loss,The Radiant,Second,pick,22,5
4064872015,Wraith King,Loss,The Radiant,Second,ban,2,1
4064872015,Earthshaker,Loss,The Radiant,Second,ban,4,2
4064872015,Dragon Knight,Loss,The Radiant,Second,ban,6,3
4064872015,Nyx Assassin,Loss,The Radiant,Second,ban,12,4
4064872015,Enigma,Loss,The Radiant,Second,ban,14,5
4064872015,Tusk,Loss,The Radiant,Second,ban,19,6
4064872015,Mirana,Win,The Dire,First,pick,7,1
4064872015,Necrophos,Win,The Dire,First,pick,10,2
4064872015,Jakiro,Win,The Dire,First,pick,16,3
4064872015,Faceless Void,Win,The Dire,First,pick,18,4
4064872015,Earth Spirit,Win,The Dire,First,pick,21,5
4064872015,Weaver,Win,The Dire,First,ban,1,1
4064872015,Enchantress,Win,The Dire,First,ban,3,2
4064872015,Io,Win,The Dire,First,ban,5,3
4064872015,Pugna,Win,The Dire,First,ban,11,4
4064872015,Silencer,Win,The Dire,First,ban,13,5
4064872015,Axe,Win,The Dire,First,ban,20,6
4064970428,Dark Willow,Loss,The Dire,First,pick,7,1
4064970428,Wraith King,Loss,The Dire,First,pick,10,2
4064970428,Treant Protector,Loss,The Dire,First,pick,16,3
4064970428,Storm Spirit,Loss,The Dire,First,pick,18,4
4064970428,Clinkz,Loss,The Dire,First,pick,21,5
4064970428,Necrophos,Loss,The Dire,First,ban,1,1
4064970428,Silencer,Loss,The Dire,First,ban,3,2
4064970428,Weaver,Loss,The Dire,First,ban,5,3
4064970428,Phantom Lancer,Loss,The Dire,First,ban,11,4
4064970428,Ursa,Loss,The Dire,First,ban,13,5
4064970428,Dragon Knight,Loss,The Dire,First,ban,20,6
4064970428,Nature's Prophet,Win,The Radiant,Second,pick,8,1
4064970428,Earthshaker,Win,The Radiant,Second,pick,9,2
4064970428,Undying,Win,The Radiant,Second,pick,15,3
4064970428,Venomancer,Win,The Radiant,Second,pick,17,4
4064970428,Drow Ranger,Win,The Radiant,Second,pick,22,5
4064970428,Io,Win,The Radiant,Second,ban,2,1
4064970428,Mirana,Win,The Radiant,Second,ban,4,2
4064970428,Enchantress,Win,The Radiant,Second,ban,6,3
4064970428,Spectre,Win,The Radiant,Second,ban,12,4
4064970428,Broodmother,Win,The Radiant,Second,ban,14,5
4064970428,Timbersaw,Win,The Radiant,Second,ban,19,6
4064867263,Necrophos,Win,The Radiant,Second,pick,8,1
4064867263,Winter Wyvern,Win,The Radiant,Second,pick,9,2
4064867263,Nature's Prophet,Win,The Radiant,Second,pick,15,3
4064867263,Earthshaker,Win,The Radiant,Second,pick,17,4
4064867263,Templar Assassin,Win,The Radiant,Second,pick,22,5
4064867263,Enchantress,Win,The Radiant,Second,ban,2,1
4064867263,Vengeful Spirit,Win,The Radiant,Second,ban,4,2
4064867263,Clinkz,Win,The Radiant,Second,ban,6,3
4064867263,Ursa,Win,The Radiant,Second,ban,12,4
4064867263,Storm Spirit,Win,The Radiant,Second,ban,14,5
4064867263,Faceless Void,Win,The Radiant,Second,ban,19,6
4064867263,Mirana,Loss,The Dire,First,pick,7,1
4064867263,Silencer,Loss,The Dire,First,pick,10,2
4064867263,Elder Titan,Loss,The Dire,First,pick,16,3
4064867263,Lina,Loss,The Dire,First,pick,18,4
4064867263,Spectre,Loss,The Dire,First,pick,21,5
4064867263,Weaver,Loss,The Dire,First,ban,1,1
4064867263,Tiny,Loss,The Dire,First,ban,3,2
4064867263,Enigma,Loss,The Dire,First,ban,5,3
4064867263,Broodmother,Loss,The Dire,First,ban,11,4
4064867263,Io,Loss,The Dire,First,ban,13,5
4064867263,Alchemist,Loss,The Dire,First,ban,20,6
4064949771,Silencer,Loss,The Radiant,Second,pick,8,1
4064949771,Enigma,Loss,The Radiant,Second,pick,9,2
4064949771,Io,Loss,The Radiant,Second,pick,15,3
4064949771,Morphling,Loss,The Radiant,Second,pick,17,4
4064949771,Dragon Knight,Loss,The Radiant,Second,pick,22,5
4064949771,Vengeful Spirit,Loss,The Radiant,Second,ban,2,1
4064949771,Clinkz,Loss,The Radiant,Second,ban,4,2
4064949771,Mirana,Loss,The Radiant,Second,ban,6,3
4064949771,Windranger,Loss,The Radiant,Second,ban,12,4
4064949771,Phantom Lancer,Loss,The Radiant,Second,ban,14,5
4064949771,Templar Assassin,Loss,The Radiant,Second,ban,19,6
4064949771,Necrophos,Win,The Dire,First,pick,7,1
4064949771,Crystal Maiden,Win,The Dire,First,pick,10,2
4064949771,Gyrocopter,Win,The Dire,First,pick,16,3
4064949771,Nyx Assassin,Win,The Dire,First,pick,18,4
4064949771,Storm Spirit,Win,The Dire,First,pick,21,5
4064949771,Enchantress,Win,The Dire,First,ban,1,1
4064949771,Tiny,Win,The Dire,First,ban,3,2
4064949771,Weaver,Win,The Dire,First,ban,5,3
4064949771,Keeper of the Light,Win,The Dire,First,ban,11,4
4064949771,Huskar,Win,The Dire,First,ban,13,5
4064949771,Invoker,Win,The Dire,First,ban,20,6
4065017593,Io,Loss,The Dire,First,pick,7,1
4065017593,Gyrocopter,Loss,The Dire,First,pick,10,2
4065017593,Rubick,Loss,The Dire,First,pick,16,3
4065017593,Lina,Loss,The Dire,First,pick,18,4
4065017593,Axe,Loss,The Dire,First,pick,21,5
4065017593,Chen,Loss,The Dire,First,ban,1,1
4065017593,Nature's Prophet,Loss,The Dire,First,ban,3,2
4065017593,Enchantress,Loss,The Dire,First,ban,5,3
4065017593,Earthshaker,Loss,The Dire,First,ban,11,4
4065017593,Invoker,Loss,The Dire,First,ban,13,5
4065017593,Broodmother,Loss,The Dire,First,ban,20,6
4065017593,Silencer,Win,The Radiant,Second,pick,8,1
4065017593,Morphling,Win,The Radiant,Second,pick,9,2
4065017593,Dark Willow,Win,The Radiant,Second,pick,15,3
4065017593,Centaur Warrunner,Win,The Radiant,Second,pick,17,4
4065017593,Pugna,Win,The Radiant,Second,pick,22,5
4065017593,Mirana,Win,The Radiant,Second,ban,2,1
4065017593,Tiny,Win,The Radiant,Second,ban,4,2
4065017593,Wraith King,Win,The Radiant,Second,ban,6,3
4065017593,Leshrac,Win,The Radiant,Second,ban,12,4
4065017593,Necrophos,Win,The Radiant,Second,ban,14,5
4065017593,Clockwerk,Win,The Radiant,Second,ban,19,6
4065084843,Weaver,Loss,The Dire,Second,pick,8,1
4065084843,Vengeful Spirit,Loss,The Dire,Second,pick,9,2
4065084843,Undying,Loss,The Dire,Second,pick,15,3
4065084843,Bloodseeker,Loss,The Dire,Second,pick,17,4
4065084843,Zeus,Loss,The Dire,Second,pick,22,5
4065084843,Enchantress,Loss,The Dire,Second,ban,2,1
4065084843,Chen,Loss,The Dire,Second,ban,4,2
4065084843,Nature's Prophet,Loss,The Dire,Second,ban,6,3
4065084843,Arc Warden,Loss,The Dire,Second,ban,12,4
4065084843,Morphling,Loss,The Dire,Second,ban,14,5
4065084843,Treant Protector,Loss,The Dire,Second,ban,19,6
4065084843,Silencer,Win,The Radiant,First,pick,7,1
4065084843,Dragon Knight,Win,The Radiant,First,pick,10,2
4065084843,Lina,Win,The Radiant,First,pick,16,3
4065084843,Phantom Lancer,Win,The Radiant,First,pick,18,4
4065084843,Winter Wyvern,Win,The Radiant,First,pick,21,5
4065084843,Mirana,Win,The Radiant,First,ban,1,1
4065084843,Wraith King,Win,The Radiant,First,ban,3,2
4065084843,Medusa,Win,The Radiant,First,ban,5,3
4065084843,Alchemist,Win,The Radiant,First,ban,11,4
4065084843,Gyrocopter,Win,The Radiant,First,ban,13,5
4065084843,Tinker,Win,The Radiant,First,ban,20,6
4065016209,Drow Ranger,Win,The Radiant,Second,pick,8,1
4065016209,Bane,Win,The Radiant,Second,pick,9,2
4065016209,Windranger,Win,The Radiant,Second,pick,15,3
4065016209,Undying,Win,The Radiant,Second,pick,17,4
4065016209,Alchemist,Win,The Radiant,Second,pick,22,5
4065016209,Enchantress,Win,The Radiant,Second,ban,2,1
4065016209,Io,Win,The Radiant,Second,ban,4,2
4065016209,Weaver,Win,The Radiant,Second,ban,6,3
4065016209,Meepo,Win,The Radiant,Second,ban,12,4
4065016209,Spectre,Win,The Radiant,Second,ban,14,5
4065016209,Nature's Prophet,Win,The Radiant,Second,ban,19,6
4065016209,Winter Wyvern,Loss,The Dire,First,pick,7,1
4065016209,Wraith King,Loss,The Dire,First,pick,10,2
4065016209,Dark Willow,Loss,The Dire,First,pick,16,3
4065016209,Broodmother,Loss,The Dire,First,pick,18,4
4065016209,Lone Druid,Loss,The Dire,First,pick,21,5
4065016209,Tiny,Loss,The Dire,First,ban,1,1
4065016209,Chen,Loss,The Dire,First,ban,3,2
4065016209,Earthshaker,Loss,The Dire,First,ban,5,3
4065016209,Mirana,Loss,The Dire,First,ban,11,4
4065016209,Necrophos,Loss,The Dire,First,ban,13,5
4065016209,Templar Assassin,Loss,The Dire,First,ban,20,6
4065083072,Tiny,Win,The Dire,First,pick,7,1
4065083072,Silencer,Win,The Dire,First,pick,10,2
4065083072,Earthshaker,Win,The Dire,First,pick,16,3
4065083072,Terrorblade,Win,The Dire,First,pick,18,4
4065083072,Pugna,Win,The Dire,First,pick,21,5
4065083072,Winter Wyvern,Win,The Dire,First,ban,1,1
4065083072,Keeper of the Light,Win,The Dire,First,ban,3,2
4065083072,Meepo,Win,The Dire,First,ban,5,3
4065083072,Undying,Win,The Dire,First,ban,11,4
4065083072,Visage,Win,The Dire,First,ban,13,5
4065083072,Huskar,Win,The Dire,First,ban,20,6
4065083072,Weaver,Loss,The Radiant,Second,pick,8,1
4065083072,Vengeful Spirit,Loss,The Radiant,Second,pick,9,2
4065083072,Crystal Maiden,Loss,The Radiant,Second,pick,15,3
4065083072,Spectre,Loss,The Radiant,Second,pick,17,4
4065083072,Timbersaw,Loss,The Radiant,Second,pick,22,5
4065083072,Enchantress,Loss,The Radiant,Second,ban,2,1
4065083072,Io,Loss,The Radiant,Second,ban,4,2
4065083072,Drow Ranger,Loss,The Radiant,Second,ban,6,3
4065083072,Dragon Knight,Loss,The Radiant,Second,ban,12,4
4065083072,Necrophos,Loss,The Radiant,Second,ban,14,5
4065083072,Batrider,Loss,The Radiant,Second,ban,19,6
4064993264,Wraith King,Win,The Radiant,Second,pick,8,1
4064993264,Dark Willow,Win,The Radiant,Second,pick,9,2
4064993264,Broodmother,Win,The Radiant,Second,pick,15,3
4064993264,Ogre Magi,Win,The Radiant,Second,pick,17,4
4064993264,Brewmaster,Win,The Radiant,Second,pick,22,5
4064993264,Clockwerk,Win,The Radiant,Second,ban,2,1
4064993264,Undying,Win,The Radiant,Second,ban,4,2
4064993264,Enchantress,Win,The Radiant,Second,ban,6,3
4064993264,Drow Ranger,Win,The Radiant,Second,ban,12,4
4064993264,Kunkka,Win,The Radiant,Second,ban,14,5
4064993264,Crystal Maiden,Win,The Radiant,Second,ban,19,6
4064993264,Vengeful Spirit,Loss,The Dire,First,pick,7,1
4064993264,Nature's Prophet,Loss,The Dire,First,pick,10,2
4064993264,Tiny,Loss,The Dire,First,pick,16,3
4064993264,Spectre,Loss,The Dire,First,pick,18,4
4064993264,Mirana,Loss,The Dire,First,pick,21,5
4064993264,Necrophos,Loss,The Dire,First,ban,1,1
4064993264,Silencer,Loss,The Dire,First,ban,3,2
4064993264,Io,Loss,The Dire,First,ban,5,3
4064993264,Winter Wyvern,Loss,The Dire,First,ban,11,4
4064993264,Phoenix,Loss,The Dire,First,ban,13,5
4064993264,Weaver,Loss,The Dire,First,ban,20,6
4065042825,Wraith King,Win,The Dire,First,pick,7,1
4065042825,Keeper of the Light,Win,The Dire,First,pick,10,2
4065042825,Chen,Win,The Dire,First,pick,16,3
4065042825,Dragon Knight,Win,The Dire,First,pick,18,4
4065042825,Ursa,Win,The Dire,First,pick,21,5
4065042825,Clockwerk,Win,The Dire,First,ban,1,1
4065042825,Undying,Win,The Dire,First,ban,3,2
4065042825,Pugna,Win,The Dire,First,ban,5,3
4065042825,Drow Ranger,Win,The Dire,First,ban,11,4
4065042825,Phantom Lancer,Win,The Dire,First,ban,13,5
4065042825,Venomancer,Win,The Dire,First,ban,20,6
4065042825,Nature's Prophet,Loss,The Radiant,Second,pick,8,1
4065042825,Vengeful Spirit,Loss,The Radiant,Second,pick,9,2
4065042825,Night Stalker,Loss,The Radiant,Second,pick,15,3
4065042825,Clinkz,Loss,The Radiant,Second,pick,17,4
4065042825,Outworld Devourer,Loss,The Radiant,Second,pick,22,5
4065042825,Io,Loss,The Radiant,Second,ban,2,1
4065042825,Broodmother,Loss,The Radiant,Second,ban,4,2
4065042825,Enchantress,Loss,The Radiant,Second,ban,6,3
4065042825,Necrophos,Loss,The Radiant,Second,ban,12,4
4065042825,Weaver,Loss,The Radiant,Second,ban,14,5
4065042825,Visage,Loss,The Radiant,Second,ban,19,6
4064996401,Vengeful Spirit,Win,The Dire,Second,pick,8,1
4064996401,Brewmaster,Win,The Dire,Second,pick,9,2
4064996401,Dark Willow,Win,The Dire,Second,pick,15,3
4064996401,Bloodseeker,Win,The Dire,Second,pick,17,4
4064996401,Shadow Fiend,Win,The Dire,Second,pick,22,5
4064996401,Enchantress,Win,The Dire,Second,ban,2,1
4064996401,Io,Win,The Dire,Second,ban,4,2
4064996401,Weaver,Win,The Dire,Second,ban,6,3
4064996401,Terrorblade,Win,The Dire,Second,ban,12,4
4064996401,Spectre,Win,The Dire,Second,ban,14,5
4064996401,Lina,Win,The Dire,Second,ban,19,6
4064996401,Silencer,Loss,The Radiant,First,pick,7,1
4064996401,Necrophos,Loss,The Radiant,First,pick,10,2
4064996401,Windranger,Loss,The Radiant,First,pick,16,3
4064996401,Luna,Loss,The Radiant,First,pick,18,4
4064996401,Wraith King,Loss,The Radiant,First,pick,21,5
4064996401,Tiny,Loss,The Radiant,First,ban,1,1
4064996401,Nature's Prophet,Loss,The Radiant,First,ban,3,2
4064996401,Pugna,Loss,The Radiant,First,ban,5,3
4064996401,Clinkz,Loss,The Radiant,First,ban,11,4
4064996401,Mirana,Loss,The Radiant,First,ban,13,5
4064996401,Tinker,Loss,The Radiant,First,ban,20,6
4065077879,Wraith King,Loss,The Dire,First,pick,7,1
4065077879,Mirana,Loss,The Dire,First,pick,10,2
4065077879,Vengeful Spirit,Loss,The Dire,First,pick,16,3
4065077879,Huskar,Loss,The Dire,First,pick,18,4
4065077879,Brewmaster,Loss,The Dire,First,pick,21,5
4065077879,Weaver,Loss,The Dire,First,ban,1,1
4065077879,Terrorblade,Loss,The Dire,First,ban,3,2
4065077879,Luna,Loss,The Dire,First,ban,5,3
4065077879,Phantom Lancer,Loss,The Dire,First,ban,11,4
4065077879,Undying,Loss,The Dire,First,ban,13,5
4065077879,Broodmother,Loss,The Dire,First,ban,20,6
4065077879,Silencer,Win,The Radiant,Second,pick,8,1
4065077879,Clinkz,Win,The Radiant,Second,pick,9,2
4065077879,Tiny,Win,The Radiant,Second,pick,15,3
4065077879,Dark Willow,Win,The Radiant,Second,pick,17,4
4065077879,Lycan,Win,The Radiant,Second,pick,22,5
4065077879,Io,Win,The Radiant,Second,ban,2,1
4065077879,Enchantress,Win,The Radiant,Second,ban,4,2
4065077879,Nature's Prophet,Win,The Radiant,Second,ban,6,3
4065077879,Pugna,Win,The Radiant,Second,ban,12,4
4065077879,Necrophos,Win,The Radiant,Second,ban,14,5
4065077879,Winter Wyvern,Win,The Radiant,Second,ban,19,6
4065095713,Dark Willow,Loss,The Radiant,Second,pick,8,1
4065095713,Ursa,Loss,The Radiant,Second,pick,9,2
4065095713,Undying,Loss,The Radiant,Second,pick,15,3
4065095713,Nature's Prophet,Loss,The Radiant,Second,pick,17,4
4065095713,Anti-Mage,Loss,The Radiant,Second,pick,22,5
4065095713,Broodmother,Loss,The Radiant,Second,ban,2,1
4065095713,Silencer,Loss,The Radiant,Second,ban,4,2
4065095713,Enchantress,Loss,The Radiant,Second,ban,6,3
4065095713,Pugna,Loss,The Radiant,Second,ban,12,4
4065095713,Phantom Lancer,Loss,The Radiant,Second,ban,14,5
4065095713,Morphling,Loss,The Radiant,Second,ban,19,6
4065095713,Tiny,Win,The Dire,First,pick,7,1
4065095713,Chen,Win,The Dire,First,pick,10,2
4065095713,Windranger,Win,The Dire,First,pick,16,3
4065095713,Storm Spirit,Win,The Dire,First,pick,18,4
4065095713,Wraith King,Win,The Dire,First,pick,21,5
4065095713,Enigma,Win,The Dire,First,ban,1,1
4065095713,Necrophos,Win,The Dire,First,ban,3,2
4065095713,Weaver,Win,The Dire,First,ban,5,3
4065095713,Mirana,Win,The Dire,First,ban,11,4
4065095713,Clinkz,Win,The Dire,First,ban,13,5
4065095713,Meepo,Win,The Dire,First,ban,20,6
4065140946,Weaver,Win,The Dire,First,pick,7,1
4065140946,Chen,Win,The Dire,First,pick,10,2
4065140946,Bane,Win,The Dire,First,pick,16,3
4065140946,Pangolier,Win,The Dire,First,pick,18,4
4065140946,Alchemist,Win,The Dire,First,pick,21,5
4065140946,Broodmother,Win,The Dire,First,ban,1,1
4065140946,Silencer,Win,The Dire,First,ban,3,2
4065140946,Bloodseeker,Win,The Dire,First,ban,5,3
4065140946,Mirana,Win,The Dire,First,ban,11,4
4065140946,Enchantress,Win,The Dire,First,ban,13,5
4065140946,Huskar,Win,The Dire,First,ban,20,6
4065140946,Dark Willow,Loss,The Radiant,Second,pick,8,1
4065140946,Faceless Void,Loss,The Radiant,Second,pick,9,2
4065140946,Disruptor,Loss,The Radiant,Second,pick,15,3
4065140946,Windranger,Loss,The Radiant,Second,pick,17,4
4065140946,Templar Assassin,Loss,The Radiant,Second,pick,22,5
4065140946,Enigma,Loss,The Radiant,Second,ban,2,1
4065140946,Tiny,Loss,The Radiant,Second,ban,4,2
4065140946,Necrophos,Loss,The Radiant,Second,ban,6,3
4065140946,Vengeful Spirit,Loss,The Radiant,Second,ban,12,4
